S.NO,PRICE,ADDRESS,AREA,LATITUDE,LONGITUDE,BEDROOMS,BATHROOMS,BALCONY,STATUS,NEWOROLD,PARKING,FURNISHED_STATUS,LIFT,LANDMARKS,TYPE_OF_BUILDING,PRICE_SQFT,AREA_TYPE,Zone_Raw
5569,8500000,"Vasundhara Ghaziabad, Sector 12 Vasundhara, Ghaziabad, Delhi NCR",1900,28.63624382,77.43360901,4,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Jaipuria School,Individual House,4473.684211,Very Large,Ghaziabad
5570,4500000,"Eastend Apartments, Ahimsa Khand 2, Indirapuram, Ghaziabad, UP 201012, Ahinsa Khand 2, Ghaziabad, Delhi NCR",900,28.6428477,77.3826371,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5000,Small,Ghaziabad
5571,16500000,"160 SFS DDA Taj View Apartment Sec 22  Pocket 1, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",2000,28.63475418,77.0491333,3,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Opposite Hotel Taj Vivanta,Flat,8250,Very Large,New Delhi - Dwarka
5572,11500000,"Sector 67, Gurgaon, Sector 67, Gurgaon, Delhi NCR",1707,28.49749947,77.02711487,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,near vatika chowk,Flat,6736.965436,Very Large,Gurgaon
5573,5000000,"1/9760 West gorakh park shahdara Delhi 32, Gorakh Park West, New Delhi - East, Delhi NCR",945,28.6837214,77.279425,3,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5291.005291,Small,New Delhi - East
5574,3850000,"14 Avenue Gaur City Noida extension, Noida Extension, Noida, Delhi NCR",1050,28.61911201,77.42079926,2,2,3,Ready to Move,Resale,1,Unfurnished,2,Near by Gour chowk  Noida Extension,Flat,3666.666667,Medium,Noida
5575,7300000,"782 sector -1, Sector 1 Vasundhara, Ghaziabad, Delhi NCR",1450,28.66499519,77.38987732,3,2,1,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Individual House,5034.482759,Large,Ghaziabad
5576,4900000,"Sahibabad, Ghaziabad, Delhi NCR",1285,28.68145559,77.34469765,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Raj Bagh Metro Station,Individual House,3813.229572,Large,Ghaziabad
5577,10500000,"14000, sector 21 d, faridabad, Sector 21D, Faridabad, Delhi NCR",2400,28.417927,77.289035,4,3,2,Ready to Move,Resale,4,Semi-Furnished,1,Near by GBN School,Individual House,4375,Very Large,Faridabad
5578,7800000,"Sector 48 Faridabad, Sector 48, Faridabad, Delhi NCR",2095,28.41063434,77.28620611,4,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Near By Badkal Metro station,Flat,3723.150358,Very Large,Faridabad
5579,4600000,"Crossings Republik, Ghaziabad, Delhi NCR",1425,28.6297895,77.4338883,3,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,3228.070175,Large,Ghaziabad
5580,3200000,"Raj Nagar Extension, Ghaziabad, Uttar Pradesh ., Raj Nagar Extension, Ghaziabad, Delhi NCR",1050,28.708744,77.417028,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3047.619048,Medium,Ghaziabad
5581,3500000,"Amrapali Leisure Valley, Greater Noida, Delhi NCR",1000,28.58259,77.424,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Not Mentioned,Flat,3500,Medium,Greater Noida
5582,6500000,"The Merlin, Vasundhara, Ghaziabad, Delhi NCR",1500,28.65955734,77.37476349,2,2,2,Ready to Move,New Property,1,Unfurnished,2,Not Mentioned,Individual House,4333.333333,Large,Ghaziabad
5583,3400000,"flat no 901 panscheel hyunish noida extension, Greater Noida West, Greater Noida, Delhi NCR",911,28.47225189,77.46923065,2,2,3,Ready to Move,New Property,1,Semi-Furnished,2,gaur chowk,Individual House,3732.162459,Small,Greater Noida
5584,6000000,"A-222., Pocket 4 Phi 1, Greater Noida, Delhi NCR",1400,28.444879,77.517301,2,2,4,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,4285.714286,Large,Greater Noida
5585,4500000,"Crossings Republik, Ghaziabad, Delhi NCR",1600,28.6297895,77.4338883,3,3,5,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,2812.5,Large,Ghaziabad
5586,3100000,"Chhattarpur, New Delhi, Chattarpur Extension, New Delhi - South, Delhi NCR",720,28.648077,77.299245,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,opposite to oodles banquet hall and party placeDlf farms geetanjali,Individual House,4305.555556,Small,New Delhi - South
5587,10000000,"Sector 120, Noida, Delhi NCR",1725,28.5859361,77.3962895,4,5,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5797.101449,Very Large,Noida
5588,3600000,"flat no 406 Sg building, Bahrampur, Ghaziabad, Delhi NCR",776,28.63363759,77.40378377,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4639.175258,Small,Ghaziabad
5589,3800000,"Sector 168, Noida, Delhi NCR",830,28.49629327,77.40851995,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4578.313253,Small,Noida
5590,3500000,"Sahibabad, Ghaziabad, Delhi NCR",890,28.6644882,77.3474938,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3932.58427,Small,Ghaziabad
5591,4000000,"Em 401, excel apartment.main GT Road, sahibabad, Sahibabad, Ghaziabad, Delhi NCR",800,28.67775333,77.35255799,2,2,1,Ready to Move,Resale,2,Semi-Furnished,2,Opp.IME College,Flat,5000,Small,Ghaziabad
5592,9500000,"Sector 79, Gurgaon., Sector 79, Gurgaon, Delhi NCR",1510,28.37423557,76.95241631,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6291.390728,Large,Gurgaon
5593,6500000,"Sector 90, Gurgaon, Delhi NCR",1300,28.409813,76.932664,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5000,Large,Gurgaon
5594,4100000,"Omicron 3, Greater Noida, Delhi NCR",1164,28.47722356,77.55106462,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3522.33677,Medium,Greater Noida
5595,2900000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",890,28.70199,77.410904,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3258.426966,Small,Ghaziabad
5596,5000000,"Indirapuram, Ghaziabad, Nyay Khand 1, Ghaziabad, Delhi NCR",1065,28.634228,77.354869,2,2,3,Ready to Move,Resale,1,Semi-Furnished,3,It's right in front on the NH24 near Sai baba mandir,Flat,4694.835681,Medium,Ghaziabad
5597,8500000,"Chakkarpur, Gurgaon, Delhi NCR",1350,28.4737384,77.0878604,3,3,1,Ready to Move,Resale,1,Semi-Furnished,2,gurudwara new colony,Flat,6296.296296,Large,Gurgaon
5598,2400000,"Sahibabad, Ghaziabad, Delhi NCR",623,28.66448784,77.34749603,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Individual House,3852.327448,Small,Ghaziabad
5599,6500000,"New Delhi, Yamuna Vihar, New Delhi - East, Delhi NCR",750,28.69979286,77.2743454,2,2,2,Ready to Move,Resale,1,Furnished,2,Canterbury Public School,Flat,8666.666667,Small,New Delhi - East
5600,9500000,"Sector 49, Gurgaon, Delhi NCR",1628,28.40397796,77.05114005,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5835.380835,Large,Gurgaon
5601,5200000,"Balbir Nagar, New Delhi - East, Delhi NCR",1000,28.68366241,77.28935242,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5200,Medium,New Delhi - East
5602,5700000,"Noida Extension, Noida, Delhi NCR",1500,28.605958,77.444512,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3800,Large,Noida
5603,6000000,"Plot No:1, Sadarpur, Sector-45, Noida, Uttar Pradesh 201303, Sector 45, Noida, Delhi NCR",1140,28.548787,77.346032,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5263.157895,Medium,Noida
5604,8000000,"A Block, DLF Phase 1, Sector 82, Gurugram, Haryana, Sector 82, Gurgaon, Delhi NCR",1263,28.474248,77.091855,3,3,3,Ready to Move,Resale,1,Semi-Furnished,0,NH 8 and Dwarka Expressway,Flat,6334.125099,Large,Gurgaon
5605,4100000,"NH 24, Ghaziabad, Delhi NCR",1125,28.638572,77.4308515,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3644.444444,Medium,Ghaziabad
5606,2850000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825,28.7040534,77.4373305,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3454.545455,Small,Ghaziabad
5607,3650000,"Faridabad, haryana., Sector 70, Faridabad, Delhi NCR",1265,28.33785984,77.35192461,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,2885.375494,Large,Faridabad
5608,5800000,"Sector 78, Noida, Delhi NCR",940,28.5606725,77.386597,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6170.212766,Small,Noida
5609,3500000,"Noida Extension, Noida, Delhi NCR",1106,28.605958,77.444512,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3164.556962,Medium,Noida
5610,2500000,"Lal Kuan, Ghaziabad, Delhi NCR",900,28.6336095,77.4713825,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,2777.777778,Small,Ghaziabad
5611,11000000,"Fatehpur, F Block, Sector 50, Noida, Uttar Pradesh, Sector 50, Noida, Delhi NCR",1785,28.57848452,77.37498784,3,4,4,Ready to Move,Resale,2,Semi-Furnished,2,Not Mentioned,Flat,6162.464986,Very Large,Noida
5612,5500000,"Sector 168, Noida, Delhi NCR",1050,28.49728592,77.40909126,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5238.095238,Medium,Noida
5613,16500000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1300,28.60638607,77.29660293,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,12692.30769,Large,New Delhi - East
5614,15500000,"New Delhi, Mansarovar garden, New Delhi - West, Delhi NCR",1500,28.64404106,77.12989044,3,3,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,10333.33333,Large,New Delhi - West
5615,6200000,"Mayur Vihar 3, New Delhi, Mayur Vihar 3, New Delhi - East, Delhi NCR",950,28.61469,77.3330275,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,"Walking distance to Ryan International School, walking distance to Life Care Hospital, Walking distance to Post Office",Flat,6526.315789,Small,New Delhi - East
5616,16500000,"Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.59498508,77.04909595,3,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Not Mentioned,Flat,9705.882353,Very Large,New Delhi - Dwarka
5617,13000000,"Sector 86, Gurgaon, Delhi NCR",1895,28.394315,76.945417,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6860.158311,Very Large,Gurgaon
5618,4500000,"Sector 63, Noida, Delhi NCR",1000,28.6247726,77.3866,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4500,Medium,Noida
5619,13500000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1100,28.606105,77.29661811,3,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,12272.72727,Medium,New Delhi - East
5620,4150000,"Sector 82, Noida, Delhi NCR",950,28.598219,77.397949,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4368.421053,Small,Noida
5621,4200000,"A-68, 69., Matiala, New Delhi - Dwarka, Delhi NCR",758,28.60889626,77.04984283,3,2,1,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Individual House,5540.897098,Small,New Delhi - Dwarka
5622,5730000,"Sector 78, Noida, Delhi NCR",1210,28.5604873,77.384084,2,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4735.53719,Medium,Noida
5623,4400000,"Bhopura, Ghaziabad, Delhi NCR",1300,28.7005505,77.3286995,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3384.615385,Large,Ghaziabad
5624,3200000,"Noida Extension, Noida, Delhi NCR",890,28.6079894,77.4409944,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3595.505618,Small,Noida
5625,9000000,"Block E, Palam Vihar, Gurgaon, Delhi NCR",1300,28.5080324,77.0336072,3,3,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,6923.076923,Large,Gurgaon
5626,4150000,"shivalik homes, Surajpur, Greater Noida, UPSIDC Site C Block H, Greater Noida, Delhi NCR",1285,28.51004841,77.51942095,2,2,4,Ready to Move,Resale,2,Semi-Furnished,2,Near Sector Zeta 1,Flat,3229.571984,Large,Greater Noida
5627,3600000,"Hno.154 Block.U Shakarpur New Delhi.110092, Shakarpur, New Delhi - East, Delhi NCR",630,28.6303215,77.27861786,3,2,1,Ready to Move,Resale,1,Unfurnished,2,Neaeby Lendmark. Hanuman Mandir,Flat,5714.285714,Small,New Delhi - East
5628,30000000,"block C both east facing kothi on 12 mtr road, Sector 100 Block C, Noida, Delhi NCR",5500,28.54244995,77.36450195,3,3,2,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,5454.545455,Very Large,Noida
5629,7000000,"Sector 37D, Gurgaon, Delhi NCR",1410,28.4460523,76.9772858,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,4964.539007,Large,Gurgaon
5630,4500000,"sec 151, Noida, Sector 151, Noida, Delhi NCR",1350,28.44456291,77.46458435,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3333.333333,Large,Noida
5631,4000000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1315,28.70336119,77.42396147,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3041.825095,Large,Ghaziabad
5632,5800000,"G9, Sector 82, Gurgaon, Sector 82, Gurgaon, Delhi NCR",929,28.399745,76.96812021,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6243.272336,Small,Gurgaon
5633,8600000,"F401, JM Aroma, Sector 75, Sector 75, Noida, Delhi NCR",1550,28.57844059,77.38140753,3,2,5,Ready to Move,Resale,1,Semi-Furnished,2,"Metro station, Petrol Pump, School, Highway, Market",Flat,5548.387097,Large,Noida
5634,3300000,"Sector 102, Gurgaon, Delhi NCR",600,28.474268,76.96496,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5500,Small,Gurgaon
5635,8000000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1685,28.50920801,77.40662554,3,4,3,Ready to Move,Resale,1,Semi-Furnished,2,2 Min Walking distance from 137 sector noida metro station,Individual House,4747.774481,Very Large,Noida
5636,3500000,"Chi 5, Greater Noida, Delhi NCR",1000,28.432094,77.506766,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3500,Medium,Greater Noida
5637,6200000,"Sector 118, Noida, Delhi NCR",1260,28.582315,77.4047195,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4920.634921,Large,Noida
5638,3800000,"3045., Gurgaon Rural, Gurgaon, Delhi NCR",564,28.48181,77.016585,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6737.588652,Small,Gurgaon
5639,6400000,"7 703 Tower C Shipra Neo Vaibhav Khand Indirapuram Ghaziabad., Indirapuram, Ghaziabad, Delhi NCR",1200,28.63929749,77.37432187,2,2,4,Ready to Move,Resale,2,Semi-Furnished,2,Jaipuria Mall,Flat,5333.333333,Medium,Ghaziabad
5640,3800000,"Crossings Republik, Ghaziabad, Delhi NCR",1120,28.6297895,77.4338883,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3392.857143,Medium,Ghaziabad
5641,9600000,"Sector 108, Gurgaon, Sector 108, Gurgaon, Delhi NCR",1415,28.512136,76.986899,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6784.452297,Large,Gurgaon
5642,3200000,"Sector-Pi, Greater Noida, Delhi NCR",742,28.4737346,77.5413219,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Jp greens gold course,Flat,4312.668464,Small,Greater Noida
5643,6500000,"Sector 1, Greater Noida, Delhi NCR",1710,28.5661101,77.4406099,3,4,4,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,3801.169591,Very Large,Greater Noida
5644,6500000,"A 273 Sangam Apartment Chhatarpur Enclave phase 2, Chhattarpur, New Delhi - South, Delhi NCR",1500,28.4997487,77.1866376,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4333.333333,Large,New Delhi - South
5645,5800000,"Crossings Republik, Ghaziabad, Delhi NCR",1750,28.6297895,77.4338883,4,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Near golf course,Flat,3314.285714,Very Large,Ghaziabad
5646,3400000,"3rd Floor, Lane no. 16, Hindon Vihar, Hindon Vihar, Noida, Delhi NCR",1000,28.55679512,77.37599945,3,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3400,Medium,Noida
5647,4600000,"G-4/A-31, Ambika Palace, Near Ekta Park, Shalimar Garden Extension-II, Sahibabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1050,28.59431267,77.33342743,3,2,1,Ready to Move,Resale,2,Semi-Furnished,2,Near by ST Marys Christian school.,Flat,4380.952381,Medium,Ghaziabad
5648,3500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1050,28.7040534,77.4373305,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3333.333333,Medium,Ghaziabad
5649,40000000,"Sector 21C, Faridabad, Delhi NCR",8000,28.4303503,77.2956126,7,8,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Individual House,5000,Very Large,Faridabad
5650,3200000,"A-1, Gr. floor, Plot no. 25, Gali no. 16, Bhagat Colony, Sant Nagar West, Bur at i, Sant Nagar Burari, New Delhi - North, Delhi NCR",765,28.74175644,77.20149994,2,2,1,Ready to Move,Resale,2,Unfurnished,2,Vishal Mega Mart,Flat,4183.006536,Small,New Delhi - North
5651,7000000,"Paschim Vihar, New Delhi - West, Delhi NCR",700,28.6677244,77.0979515,3,2,2,Ready to Move,Resale,1,Unfurnished,2,St. Marks school,Flat,10000,Small,New Delhi - West
5652,4500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1270,28.72199885,77.447746,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3543.307087,Large,Ghaziabad
5653,4000000,"Sector 70, Faridabad, Delhi NCR",1045,28.33785984,77.35192461,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3827.751196,Medium,Faridabad
5654,5500000,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1342,28.60477846,77.45191,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near proposed Metro,Flat,4098.360656,Large,Greater Noida
5655,7800000,"Sector 86, Gurgaon, Sector 86, Gurgaon, Delhi NCR",1690,28.3981,76.932944,3,3,2,Ready to Move,Resale,1,Semi-Furnished,4,The property is close to upcoming university and proposed metro,Flat,4615.384615,Very Large,Gurgaon
5656,4500000,"Govindpuram, Ghaziabad, Govindpuram, Ghaziabad, Delhi NCR",1405,28.678905,77.48529753,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3202.846975,Large,Ghaziabad
5657,7500000,"46 b sunlight colony no 2 dda flats 3rd floor with terrace new delhi 110014, Hari Nagar Ashram, New Delhi - South, Delhi NCR",1000,28.57422066,77.25639343,2,2,2,Ready to Move,Resale,1,Unfurnished,2,nearby ashram metro station,Individual House,7500,Medium,New Delhi - South
5658,6500000,"Sector 11, Faridabad, Delhi NCR",1300,28.3748149,77.3195231,3,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,5000,Large,Faridabad
5659,12900000,"Sector 70A, Gurgaon, Delhi NCR",1865,28.3841326,77.0227967,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,6916.89008,Very Large,Gurgaon
5660,4200000,"Indirapuram, Ghaziabad, Delhi NCR",1075,28.6426998,77.3847126,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3906.976744,Medium,Ghaziabad
5661,7550000,"Sector 69, Gurgaon, Delhi NCR",1326,28.397731,77.036526,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5693.815988,Large,Gurgaon
5662,3000000,"Sector 73, Noida, Delhi NCR",980,28.58696556,77.38739777,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3061.22449,Small,Noida
5663,6000000,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1469,28.414052,76.914303,3,3,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4084.411164,Large,Gurgaon
5664,4630000,"Sector 63, Faridabad, Delhi NCR",1700,28.31957653,77.33119851,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,2723.529412,Very Large,Faridabad
5665,3250000,"chiv Greater Noida, Chi 5, Greater Noida, Delhi NCR",984,28.433506,77.505908,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3302.845528,Small,Greater Noida
5666,3600000,"Sector 1, Noida, Delhi NCR",895,28.5901045,77.3121831,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4022.346369,Small,Noida
5667,7500000,"Indirapuram, Ghaziabad, Delhi NCR",1525,28.64045562,77.380211,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4918.032787,Large,Ghaziabad
5668,7800000,"Sector 20, Noida, Delhi NCR",550,28.58328438,77.33129883,4,3,3,Ready to Move,New Property,1,Unfurnished,2,Not Mentioned,Individual House,14181.81818,Small,Noida
5669,5070000,"Sector 63, Faridabad, Delhi NCR",1700,28.31957653,77.33119851,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,2982.352941,Very Large,Faridabad
5670,3000000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",980,28.70183798,77.42320672,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3061.22449,Small,Ghaziabad
5671,6000000,"Uttam Nagar West, New Delhi - West, Delhi NCR",1400,28.621767,77.055846,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4285.714286,Large,New Delhi - West
5672,3100000,"Sector 16 Block B, Noida, Delhi NCR",700,28.576771,77.3159635,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4428.571429,Small,Noida
5673,5400000,"C-16, Greater Noida, Delhi NCR",1335,28.453581,77.556221,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4044.94382,Large,Greater Noida
5674,4500000,"Plot No. 90, Sector Beta 2, Greater Noida 201310, Beta 2, Greater Noida, Delhi NCR",1225,28.48466902,77.51386228,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3673.469388,Medium,Greater Noida
5675,3600000,"Mohan Garden, dwarka more, Dwarka Mor, New Delhi - West, Delhi NCR",700,28.6193161,77.03326416,2,2,1,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,5142.857143,Small,New Delhi - West
5676,7500000,"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",1350,28.59803581,77.07652283,4,3,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,5555.555556,Large,New Delhi - Dwarka
5677,5000000,"Crossings Republik, Ghaziabad, Delhi NCR",1600,28.6297895,77.4338883,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3125,Large,Ghaziabad
5678,12000000,"Kalkaji Main Rd, Pocket A-10, Kalkaji Extension, Block A 11, Kalkaji Extension, Govindpuri, New Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR",1200,28.53017534,77.26232035,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Close to the metro and C R Park market.,Flat,10000,Medium,New Delhi - South
5679,10700000,"Shalimar bagh, New Delhi - North, Delhi NCR",1100,28.715589,77.1575034,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,9727.272727,Medium,New Delhi - North
5680,10000000,"Sector 70, Gurgaon, Delhi NCR",1535,28.3974945,77.0228155,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6514.65798,Large,Gurgaon
5681,10000000,"A161., Saraswati Enclave, Gurgaon, Delhi NCR",900,28.44524193,76.99094391,9,6,2,Ready to Move,Resale,1,Unfurnished,2,Behind himgiri school,Flat,11111.11111,Small,Gurgaon
5682,3200000,"Yamuna Expressway, Greater Noida, Delhi NCR",900,28.409001,77.519155,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3555.555556,Small,Greater Noida
5683,2850000,"Noida Extension, Greater Noida, Delhi NCR",720,28.604884,77.425914,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,SKS Public School Sector 3 Greater Noida,Flat,3958.333333,Small,Greater Noida
5684,2600000,"Sector 1, Greater Noida, Delhi NCR",890,28.5661101,77.4406099,2,2,3,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,2921.348315,Small,Greater Noida
5685,15000000,"106 Antriksh appartment Kaushambi Ghaziabad, Anand Vihar, Ghaziabad, Delhi NCR",2200,28.63923264,77.32435608,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Near Angle Mall,Flat,6818.181818,Very Large,Ghaziabad
5686,10000000,"Dwarka Expy, Surat Nagar Phase 1, Sector 104, Gurugram, Haryana, Sector 104, Gurgaon, Delhi NCR",1712,28.48438996,77.00030461,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5841.121495,Very Large,Gurgaon
5687,5000000,"Omicron 1, Greater Noida, Omicron 1, Greater Noida, Delhi NCR",1300,28.46267033,77.55830252,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3846.153846,Large,Greater Noida
5688,10000000,"New Delhi, Malviya Nagar, New Delhi - South, Delhi NCR",1150,28.53483009,77.20977783,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,next lane to Bhagat singh park,Flat,8695.652174,Medium,New Delhi - South
5689,3000000,"A1702 vedantam near gaur city, Noida Extension, Noida, Delhi NCR",850,28.61442683,77.42084318,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3529.411765,Small,Noida
5690,4000000,"Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",750,28.6452824,77.3621025,2,2,1,Ready to Move,Resale,1,Furnished,2,Cambridge School,Flat,5333.333333,Small,Ghaziabad
